carid,make,model,year,transmissionid,engineid
44928,hyundai,sonata limited v-6,2009.0,17,4
44929,infiniti,g-37x,2011.0,10,14
44930,lexus,ls 460 luxury sedan,2010.0,1,14
44931,volvo,s80 2.5t,2004.0,18,3
44932,mitsubishi,mirage g4,2021.0,12,7
44933,volvo,s 80,2005.0,18,10
44934,ford,escape sw,2019.0,5,9
44935,mitsubishi,mirage,2021.0,19,3
44936,toyota,sequia,2005.0,14,5
44937,bmw,325i,1995.0,16,1
44938,chevrolet,corvair corsa,1965.0,8,18
44939,dodge,dart swinger,1975.0,10,19
44940,nissan,frontier sv king cab,2016.0,14,18
44941,chevrolet,uplander ls ext. 1ls,2008.0,4,8
44942,mercury,mountaineer convenience,2006.0,19,17
44943,ford,falcon ranchero,1964.0,3,2
44944,volkswagen,touareg v10 tdi,2006.0,3,13
44945,lexus,es300h hybrid,2013.0,8,12
44946,ford,e-350,1999.0,0,12
44947,honda,cr-v lx 4wd,2010.0,16,3
44948,mercury,milan,2011.0,11,18
44949,mini,countryman cooper s all4,2013.0,5,20
44950,mitsubishi,outlander,2022.0,3,0
44951,ford,f150,1990.0,17,17
44952,jeep,j20,1981.0,13,8
44953,chevrolet,express van,2019.0,20,5
44954,gmc,sierra 1500 4wd,2014.0,6,8
44955,ford,ranger xlt supercab 2wd -,2002.0,6,14
44956,ford,crown vic,2009.0,18,1
44957,hyundai,santa fe gls 2.7l,2004.0,8,4
44958,bmw,528e,1987.0,12,13
44959,ram,1500 outdoorsman hemi v8 4x4,2014.0,8,16
44960,lincoln,continental v6 awd,2017.0,17,8
44961,honda,fit sport i4 fwd,2007.0,13,3
44962,nissan,juke nismo rs i4 turbo awd,2014.0,20,2
44963,chevrolet,express 2500 v8 rwd,2009.0,3,1
44964,honda,civic touring i4 turbo fwd,2017.0,14,5
44965,toyota,rav4 le i4 awd,2017.0,18,12
44966,chevrolet,silverado 2500 lt duramax v8 4x4,2003.0,16,16
44967,toyota,tacoma v6 4x4,2010.0,14,20
44968,bmw,325i i6 rwd,2001.0,18,14
44969,jeep,wrangler sahara i6 4x4,1990.0,9,15
44970,chevrolet,silverado 2500 heavy,2018.0,12,13
44971,chrysler,town country,2007.0,18,4
44972,buick,rainer cxl,2005.0,14,1
44973,ford,f150 4wd,2019.0,18,0
44974,ram,1500 4wd,2019.0,5,19
44975,chevrolet,corvette convertible,1972.0,4,8
44976,ford,e350 box truck,2018.0,17,4
44977,mercedes-benz,cl-class cl 55,2002.0,6,8
44978,ram,van 3500,2002.0,14,4
44979,mercury,mountaineer convenience,2005.0,5,18
44980,honda,odyssey ex w/ leather,2005.0,2,1
44981,cadillac,deville sedan,2005.0,7,16
44982,chevrolet,30 flatbed,1988.0,15,0
44983,dodge,challenger sxt plus,2012.0,12,3
44984,toyota,camry sedan,2004.0,3,3
44985,chevrolet,silverado 2500 heavy,2019.0,7,16
44986,mercedes-benz,benz sl 500,2001.0,6,10
44987,mercedes-benz,benz 300sdl,1987.0,9,4
44988,ford,f150 4wd,2011.0,13,7
44989,ford,f150 4wd,2018.0,1,3
44990,chevrolet,suburban k1500,2002.0,12,19
44991,nissan,altima 2.5 4dr sedan,2002.0,6,18
44992,volkswagen,passat sel,2014.0,1,0
44993,porsche,944 turbo / 951,1986.0,11,16
44994,volkswagen,jetta sedan 4dr auto limited pzev,2010.0,2,1
44995,toyota,corolla 4dr sdn auto s (natl),2011.0,12,16
44996,nissan,rogue awd 4dr s,2013.0,2,11
44997,buick,park avenue 4dr sdn,1998.0,6,17
44998,dodge,dakota club cab,2000.0,7,3
44999,chevrolet,trax fwd 4dr lt,2020.0,16,10
45000,ford,expedition limited 4x2,2017.0,14,18
45001,kia,sorento 2wd 4dr i4 lx,2015.0,19,10
45002,jeep,cherokee 4wd 4dr limited,2016.0,20,0
45003,ram,"1500 4wd crew cab 140.5"" rebel",2016.0,7,5
45004,buick,lacrosse 4dr sdn cxl,2007.0,13,2
45005,nissan,rogue awd 4dr sv,2011.0,12,2
45006,jeep,grand cherokee 4wd 4dr limited,2016.0,6,5
45007,chevrolet,"silverado 2500hd 4wd crew cab 153.7"" ltz",2019.0,0,3
45008,chrysler,300 4dr sdn v6 limited rwd,2012.0,20,6
45009,chevrolet,sonic 4dr sdn auto premier,2017.0,7,13
45010,chevrolet,tahoe 4wd 4dr premier,2018.0,15,6
45011,chevrolet,"silverado 1500 4wd crew cab 143.5"" high country",2017.0,13,5
45012,chevrolet,silverado 1500 ld 4wd double cab lt w/1lt,2019.0,12,1
45013,nissan,nv200 i4 s,2014.0,8,18
45014,kia,forte 4dr sdn auto lx,2014.0,7,18
45015,chevrolet,"silverado 1500 4wd double cab 143.5"" lt w/2lt",2017.0,19,16
45016,chevrolet,"silverado 1500 4wd double cab 147"" lt",2019.0,16,16
45017,chevrolet,"silverado 1500 2wd double cab 143.5"" work truck",2018.0,2,14
45018,cadillac,srx awd 4dr premium collection,2015.0,16,10
45019,ram,"1500 big horn 4x4 quad cab 6'4"" box",2018.0,10,0
45020,chevrolet,trax fwd 4dr lt,2018.0,20,5
45021,ford,crown vic police,2011.0,3,7
45022,chevrolet,trax awd 4dr premier,2020.0,17,8
45023,toyota,sequoia 4wd 5.7l ffv limited (natl),2016.0,2,1
45024,chevrolet,"silverado 1500 4wd double cab 143.5"" custom",2018.0,10,6
45025,honda,pilot 4wd 4dr ex-l,2010.0,7,14
45026,ford,"f-150 supercab 139"" lariat",2000.0,20,8
45027,chevrolet,cruze 4dr sdn 1.4l lt w/1sd,2017.0,17,12
45028,chevrolet,"colorado 4wd ext cab 128.3"" lt",2019.0,3,10
45029,chevrolet,sonic 4dr sdn auto lt,2019.0,3,5
45030,chevrolet,cruze 4dr sdn 1.4l premier w/1sf,2018.0,8,16
45031,chevrolet,lumina,1996.0,15,8
45032,ford,f150 4wd,2017.0,13,7
45033,ford,excursion 7.3,2000.0,8,10
45034,chrysler,voyager,2003.0,10,4
45035,toyota,prius c one,2013.0,13,1
45036,bmw,3-series 328i,2011.0,13,14
45037,ford,crown vic,2011.0,0,2
45038,honda,accord ex,2001.0,20,14
45039,kia,rio5,2008.0,8,20
45040,volvo,940,1995.0,15,19
45041,bmw,5-series 525i,2004.0,17,17
45042,ford,model a pick up,1929.0,19,11
45043,mitsubishi,eclipse cross,2022.0,5,0
45044,ford,f150 2wd,2019.0,16,14
45045,dodge,caravan se,2003.0,11,3
45046,chevrolet,cobalt lt2 sedan,2008.0,10,14
45047,ford,e 450 7.3l diesel,2003.0,4,2
45048,mercedes-benz,gl-class gl 550,2010.0,18,18
45049,ram,2500 tradesman turbodiesel,2015.0,0,10
45050,honda,ridgeline rt,2006.0,7,13
45051,chevrolet,aveo 5,2009.0,16,16
45052,toyota,tundra 4wd,2016.0,19,9
45053,kia,sorento lx 2wd,2004.0,2,2
45054,chevrolet,express passenger lt 3500 v8 rwd,2016.0,4,11
45055,infiniti,fx45 v8 awd,2004.0,16,3
45056,nissan,titan sv crew cab v8 4x4,2011.0,15,12
45057,honda,element ex i4 fwd,2005.0,3,20
45058,audi,q7 3.0 turbo v6 quattro premium plus awd,2013.0,0,6
45059,toyota,camry le v6 fwd,2007.0,2,4
45060,volkswagen,beetle 2.5,2007.0,4,12
45061,mazda,mazda3 hatchback,2019.0,5,11
45062,volkswagen,jetta tdi mkiv pd,2005.0,15,14
45063,mazda,cx-9,2021.0,6,20
45064,volvo,v60cc,2016.0,10,2
45065,chevrolet,silverado 1500 2wd,2020.0,17,5
45066,ford,f150 xl,2017.0,7,16
45067,ford,ranger edge plus 4.0,2001.0,4,5
45068,lexus,gs 350 f sport,2015.0,18,14
45069,ford,excursion 2005,2005.0,19,4
45070,cadillac,cts 3.6l luxury,2014.0,19,7
45071,ford,focus sthatchback,2014.0,13,15
45072,nissan,pathfinder se 4x4,2002.0,3,2
45073,toyota,celica gt-s,2003.0,14,13
45074,porsche,cayenne turbo,2005.0,5,10
45075,mercedes-benz,benz r 350,2010.0,7,17
45076,honda,civic sedan lx,2010.0,2,4
45077,honda,civic si,2011.0,1,2
45078,honda,civic exl,2017.0,17,16
45079,honda,crv ex,2016.0,20,11
45080,honda,fit exl,2017.0,13,9
45081,honda,hrv ex,2019.0,2,6
45082,bmw,530i m5,2001.0,3,1
45083,bmw,330 xi,2018.0,4,15
45084,chevrolet,silverado 1500 short,2003.0,4,7
45085,kia,forte koup ex,2012.0,14,1
45086,honda,cr-v lx awdsuv,2015.0,17,7
45087,infiniti,g37 sedan x awdsedan,2013.0,4,6
45088,dodge,challenger r/t 2dr coupe,2015.0,15,11
45089,ford,crown vic,2005.0,7,12
45090,chevrolet,police impala,2011.0,0,6
45091,mercury,mariner fwd 4dr premier,2010.0,12,19
45092,chevrolet,"silverado 1500 2wd double cab 143.5"" ls",2017.0,3,11
45093,dodge,nitro 4wd 4dr sxt *ltd avail*,2010.0,2,3
45094,chevrolet,"silverado 1500 4wd crew cab 143.5"" custom",2018.0,5,9
45095,chevrolet,cruze 4dr sdn auto 1lt,2014.0,12,13
45096,chevrolet,"silverado 1500 4wd crew cab 143.5"" ltz w/1lz",2016.0,1,11
45097,chevrolet,spark 4dr hb cvt ls,2020.0,19,12
45098,chevrolet,cruze 4dr sdn 1.4l ls w/1sb,2017.0,11,4
45099,audi,a4 4dr sdn auto quattro 2.0t premium plus,2014.0,16,3
45100,gmc,"sierra 3500hd 4wd crew cab 153.7"" denali",2018.0,6,20
45101,chevrolet,trax fwd 4dr ls,2020.0,6,8
45102,gmc,"sierra 1500 4wd crew cab 143.5"" slt",2016.0,14,7
45103,nissan,altima 4dr sdn i4 cvt 2.5 s ulev,2007.0,17,9
45104,jeep,gladiator sport s 4x4,2020.0,17,1
45105,jeep,cherokee fwd 4dr latitude,2015.0,1,20
45106,gmc,yukon 4wd 4dr sle,2017.0,8,3
45107,jeep,renegade trailhawk 4x4,2017.0,7,4
45108,ford,f550 super duty 4wd,2017.0,10,13
45109,jaguar,xk8 2dr convertible,2003.0,19,11
45110,chevrolet,silverado 3500hd built,2015.0,2,9
45111,mazda,miata mx5 rf club,2018.0,10,6
45112,kia,sorento sx awd,2014.0,19,13
45113,ford,mustang lx 5.0 convertible,1987.0,11,7
45114,chevrolet,aveo5 2lt,2011.0,7,17
45115,chrysler,sebring convertible to,2008.0,5,20
45116,chrysler,concorde lx,2002.0,4,15
45117,ford,mustang gt 2dr fastback,2018.0,17,5
45118,dodge,charger sxtsedan,2019.0,0,6
45119,ford,escape se ecoboost i4 turbo fwd,2014.0,12,15
45120,mitsubishi,outlander sport es i4 awd,2019.0,16,5
45121,dodge,magnum srt-8 v8 rwd,2006.0,17,16
45122,nissan,murano le v6 awd,2009.0,18,10
45123,ram,3500 slt 4dr quad cab slt,2004.0,0,12
45124,infiniti,qx50 v6 awd,2016.0,13,15
45125,toyota,avalon xle v6 fwd,2015.0,6,18
45126,mazda,mx-5 miata m-edition,1997.0,20,4
45127,volvo,xc90 3.2 r-design premier plus i6 awd,2012.0,12,2
45128,toyota,rav4 limited i4 awd,2016.0,12,20
45129,bmw,550xi,2012.0,6,15
45130,audi,a7 prestige sedan 4d,2015.0,17,16
45131,gmc,em50vc,1968.0,17,2
45132,volvo,c30 t5,2012.0,15,16
45133,ram,1500 quad cab short b,2000.0,7,17
45134,pontiac,g6 gt coupe,2009.0,14,0
45135,chevrolet,cruze 2ls,2012.0,16,17
45136,honda,accord crosstour,2013.0,9,8
45137,ford,f-150 xl 2wd reg cab 6.5' box,2019.0,9,18
45138,jeep,patriot fwd 4dr high altitude edition,2016.0,12,4
45139,nissan,frontier king cab 4x2 s auto,2018.0,9,13
45140,gmc,acadia awd 4dr slt w/slt-1,2016.0,7,17
45141,ram,1500 tradesman 4x2 regular cab 8' box,2017.0,5,12
45142,chevrolet,"silverado 1500 2wd crew cab 143.5"" lt w/1lt",2018.0,20,19
45143,ford,escape se 4wd,2018.0,18,12
45144,cadillac,limousine,1990.0,11,13
45145,chevrolet,s10,1986.0,3,3
45146,subaru,impreza sedan,2008.0,15,11
45147,chevrolet,cavalier sedan,2003.0,15,16
45148,saturn,vue fwd v6 xr,2008.0,5,14
45149,ford,crown vic police,2010.0,4,11
45150,honda,pilot 2005,2005.0,5,7
45151,dodge,1/2 ton trucks,2010.0,14,4
45152,porsche,928,1985.0,0,19
45153,mitsubishi,3000 gt,1997.0,20,15
45154,cadillac,dts luxury,2007.0,5,4
45155,kia,forte5 sxhatchback 6m,2015.0,11,6
45156,chevrolet,impala police,2007.0,11,15
45157,dodge,charger police,2010.0,9,16
45158,kia,optima exsedan,2013.0,8,8
45159,ford,mustang gt 2dr fastback,2015.0,3,18
45160,chevrolet,3500 dually truck,1998.0,3,12
45161,ford,"explorer 4dr 114"" wb xlt",2002.0,10,2
45162,buick,regal 4dr sdn cxl rl1 (russelsheim) *ltd avail*,2011.0,13,15
45163,ford,fusion 4dr sdn se fwd,2012.0,0,11
45164,nissan,titan se king cab v8 4x4,2005.0,16,2
45165,mazda,mazda3 i touring i4 fwd,2016.0,20,2
45166,mercedes-benz,e 250 bluetec 4matic,2015.0,6,8
45167,infiniti,qx60 v6 awd,2015.0,6,9
45168,dodge,charger r/t v8 rwd,2018.0,8,11
45169,volkswagen,gti fahrenheit i4 turbo fwd,2007.0,2,6
45170,nissan,frontier sl v6 4x4,2012.0,0,7
45171,lincoln,town car signature v8 rwd,2005.0,16,4
45172,ford,fusion titanium ecoboost i4 fwd,2017.0,9,6
45173,chevrolet,impala ls v6 fwd,2006.0,16,9
45174,chevrolet,s-10 sport 283 high performance,1988.0,10,8
45175,mercedes-benz,benz s65 amg,2007.0,6,5
45176,nissan,altima 2.5 slsedan,2013.0,18,17
45177,ram,pickup 1500 quad cab,2014.0,1,11
45178,ford,mustang gt 2dr fastback,2016.0,2,12
45179,jeep,patriot latitude,2007.0,19,8
45180,mercedes-benz,benz gl 450,2007.0,11,10
45181,ram,1500 st tradesman/express,2014.0,18,4
45182,ford,f-250 sd xlt supercab,2000.0,5,20
45183,jaguar,xk8 convertible,1997.0,15,13
45184,ford,escape xlt 2wd,2006.0,15,4
45185,acura,tl awd tech package v6,2009.0,8,18
45186,honda,fit lx i4 fwd,2015.0,9,2
45187,toyota,prius v three hybrid i4 fwd,2012.0,14,9
45188,ram,1500 rebel hemi 4x4,2017.0,4,11
45189,honda,civic i4 ex fwd,2007.0,18,9
45190,mercedes-benz,e 350 luxury 4matic v6,2011.0,3,1
45191,honda,odyssey ex-l v6,2011.0,19,16
45192,chevrolet,hhr lt1,2009.0,16,15
45193,chevrolet,malibu ltsedan w/1lt,2016.0,2,7
45194,chevrolet,tahoe lt 4x4suv,2015.0,10,7
45195,chevrolet,camaro rs convertible,1968.0,18,19
45196,chevrolet,tahoe z71,2015.0,19,18
45197,bmw,530 xi,2017.0,19,7
45198,nissan,nv200 s,2014.0,16,4
45199,honda,cr-v ex at,2006.0,20,5
45200,mini,cooper base,2006.0,18,4
45201,porsche,911 2dr carrera cpe 6-,2000.0,4,18
45202,ford,mustang v6 2dr fastback,2014.0,5,14
45203,ford,explorer limited awdsuv,2014.0,15,9
45204,ford,custom sedan v8 flathead fwd,1951.0,8,9
45205,jeep,wrangler unlimited sport v6 4x4,2012.0,11,10
45206,ram,1500 big horn hemi v8 4x4,2011.0,3,20
45207,chevrolet,3500,1996.0,11,13
45208,toyota,tacoma prerunner v6,2001.0,3,3
45209,ram,4x4,2006.0,12,0
45210,saturn,vue v6 xe,2008.0,2,11
45211,ford,focus zx4 se,2005.0,14,12
45212,ford,ranger2002,2002.0,12,5
45213,cadillac,cts cts-v sedan 4d,2013.0,5,20
45214,honda,accord ex-l i4 fwd,2008.0,10,14
45215,hyundai,veloster i4 fwd,2012.0,17,11
45216,mercedes-benz,ml 63 amg v8 awd,2007.0,20,15
45217,toyota,camry le v6 fwd,2003.0,12,20
45218,gmc,yukon denali v8 awd,2007.0,10,1
45219,honda,fit i4 fwd,2013.0,9,12
45220,toyota,sienna xle 7 passenger v6 awd,2014.0,20,19
45221,chevrolet,trailblazer ext ls,2005.0,11,8
45222,audi,a4 1.8t quattro,2003.0,11,3
45223,mercury,monterey￼,1963.0,7,12
45224,mazda,mazdaspeed3,2008.0,18,10
45225,bmw,x6,2008.0,18,20
45226,audi,a6 55 tfsi premium plus,2019.0,12,20
45227,jaguar,xk,2008.0,6,6
45228,buick,lucerne cxs,2008.0,1,13
45229,chrysler,pacifica touring,2005.0,1,12
45230,mini,countryman cooper s all4,2015.0,10,9
45231,bmw,x3 3.0si i6 awd,2007.0,2,19
45232,ford,f-350 super duty lariat powerstroke v8 4x4,2002.0,5,3
45233,volkswagen,cc sport 2.0 turbo pzev i4 fwd,2013.0,9,10
45234,mini,cooper countryman s all4 i4 turbo awd,2011.0,12,8
45235,dodge,caliber sxt i4 fwd,2008.0,13,8
45236,mercedes-benz,e 55 amg v8 rwd,2005.0,3,1
45237,volkswagen,jetta tdi i4 turbo fwd,2011.0,4,3
45238,ford,expedition el eddie bauer v8 4x4,2008.0,14,10
45239,ram,1500 express hemi v8 4x4,2012.0,7,8
45240,ford,edge sel awdcrossover,2015.0,5,18
45241,ford,mustang gt deluxe 2dr,2007.0,8,8
45242,ford,country squire,1968.0,1,11
45243,ram,wagon,1997.0,14,17
45244,chevrolet,cobalt ls sedan,2009.0,1,14
45245,chrysler,sebring sedan touring,2009.0,9,0
45246,mercedes-benz,benz c230 kompressor,2002.0,3,6
45247,infiniti,qx 80,2016.0,19,2
45248,chevrolet,cruze lt sedan 4d,2011.0,12,10
45249,ford,f-150 king ranch supercrew,2001.0,9,12
45250,mercury,capri rs,1983.0,19,3
45251,volvo,s60 t5 premier plus sedan,2013.0,6,5
45252,bmw,7 series 750li xdrive,2012.0,0,5
45253,ford,crown vic interceptor,2002.0,11,2
45254,bmw,325i 3.0l,2006.0,1,14
45255,ford,flex selcrossover,2014.0,20,19
45256,ford,mustang 2dr fastback gt,2015.0,4,10
45257,volkswagen,jetta sel tdi,2015.0,12,2
45258,saturn,sc2 coupe,2001.0,3,2
45259,mazda,mazda6 i sports sedan,2006.0,0,8
45260,bmw,5 series 525i,2003.0,5,19
45261,ram,pickup 1500 quad cab,2016.0,17,14
45262,nissan,altima 2.5 slsedan,2009.0,4,17
45263,hyundai,santa fe awdlimited,2015.0,17,12
45264,volvo,vnl64t670,2014.0,8,20
45265,chevrolet,"silverado 1500 4wd double cab 143.5"" lt w/1lt",2018.0,10,4
45266,lexus,sc 400,1995.0,10,16
45267,chevrolet,"silverado 1500 4wd crew cab 143.5"" lt w/1lt",2017.0,6,11
45268,gmc,"sierra 1500 4wd crew cab 143.5"" denali",2018.0,13,4
45269,gmc,"sierra 1500 4wd crew cab 143.5"" slt",2017.0,2,14
45270,chevrolet,"silverado 1500 4wd crew cab 147"" custom trail boss",2020.0,8,8
45271,nissan,rogue fwd 4dr s,2015.0,16,13
45272,acura,tlx 3.5l tech fwd,2016.0,2,5
45273,rover,freelander,2004.0,9,16
45274,chevrolet,suburban 2500,1989.0,13,9
45275,toyota,landcruiser,2001.0,8,17
45276,ford,e-250 cargo van,2012.0,0,0
45277,gmc,savana 2500,2000.0,10,5
45278,ford,ltd,1971.0,1,15
45279,ford,f-150 xl,2007.0,15,13
45280,ram,van 2500,2003.0,9,11
45281,chevrolet,1500 suburban,1997.0,3,18
45282,honda,accord touring,2017.0,6,15
45283,gmc,sierra sle 3500,1988.0,0,7
45284,cadillac,sedan deville,1998.0,2,6
45285,honda,accord ex-l navi,2003.0,13,20
45286,ram,3500 & kaufman,2018.0,0,7
45287,chevrolet,express g3500,2003.0,8,1
45288,chevrolet,elcamino 4x4,1972.0,16,2
45289,cadillac,sts awd sedan cars,2010.0,11,18
45290,jeep,wrangler 4x4 2dr. suv,2010.0,1,2
45291,ford,expedition limited,2009.0,16,20
45292,dodge,dakota laramie,2006.0,3,14
45293,chevrolet,2500 hd,2003.0,1,7
45294,chevrolet,express passenger van,2010.0,13,19
45295,chevrolet,camaro rs,1996.0,5,9
45296,buick,lacross cx,2006.0,4,15
45297,chevrolet,corvette coupe,1999.0,14,0
45298,ford,explorer xlt 4wd,2004.0,20,8
45299,bmw,328 xi coupe,2009.0,1,16
45300,buick,century,1996.0,20,14
45301,harley-davidson,davidson,2017.0,5,7
45302,toyota,corolla,1978.0,0,1
45303,mercedes-benz,s63 amg,2011.0,10,20
45304,ford,model-t c-cab,1923.0,10,14
45305,ford,f-750 xl,2001.0,16,19
45306,dodge,grand caravan cargo,2011.0,18,0
45307,nissan,hardbody pickup,1994.0,4,6
45308,hyundai,elantra gt hatchback,2017.0,20,13
45309,jeep,truck,1977.0,5,1
45310,volkswagen,new beetle convertable,2008.0,8,19
45311,volkswagen,jetta gl,2004.0,11,19
45312,jeep,liberty sport 4+4,2010.0,8,9
45313,audi,a8 quattro,2011.0,13,16
45314,nissan,rouge sl awd,2011.0,16,16
45315,nissan,rouge,2015.0,7,15
45316,toyota,tundra sr5,2011.0,8,9
45317,dodge,grand caravan se fwd,2015.0,18,11
45318,ford,f-450,1994.0,18,7
45319,toyota,camry 4dr. sedan cars,2013.0,0,0
45320,chevrolet,equinox ls,2006.0,15,3
45321,ford,f350 diesel,1999.0,19,16
45322,subaru,forester 2.5 premium,2010.0,1,8
45323,chevrolet,tahoe z-71,2003.0,6,19
45324,toyota,tundra sr5,2018.0,12,11
45325,honda,pilot ex 4wd,2006.0,14,0
45326,toyota,tundra limited,2011.0,1,4
45327,chevrolet,express passenger ls 2,2007.0,18,4
45328,volkswagen,passat 1.8t s pzev,2014.0,8,12
45329,mercedes-benz,- 240d,1974.0,16,0
45330,bmw,z4 3.0i,2007.0,1,12
45331,chevrolet,trailblazer ls 4x4,2004.0,7,16
45332,gmc,envoy sle 4+4,2002.0,6,15
45333,dodge,ram1500 slt 4+4,2005.0,5,8
45334,dodge,grand caravan mobility,2015.0,5,6
45335,toyota,pickup,1981.0,10,3
45336,mercedes-benz,m-class,2005.0,11,9
45337,buick,skylark,1993.0,13,19
45338,chrysler,concorde limited,2002.0,5,1
45339,ford,e450,2009.0,0,3
45340,chevrolet,corvette coupe cars,1995.0,14,9
45341,honda,accord touring sedan 4d,2017.0,9,20
45342,jeep,grand cherkee laredo 4wd,2007.0,8,7
45343,mitsubishi,fuso,1994.0,16,13
45344,volkswagen,westfalia vanagon,1991.0,5,15
45345,ford,f150 king ranch,2008.0,9,15
45346,mercedes-benz,benz 420sel,1989.0,10,5
45347,rover,discovery ii,2000.0,14,9
45348,mercury,grand marquis ls,2006.0,14,17
45349,chrysler,convertible sebring,2009.0,19,11
45350,volkswagen,kit car,1967.0,20,2
45351,ford,street rod,1930.0,7,9
45352,toyota,solara,1998.0,19,6
45353,dodge,daytona,1992.0,8,0
45354,nissan,altima sport,2008.0,5,0
45355,ford,f350 super duty 4x4,1999.0,3,10
45356,ford,f350 4 wd dull/4dr,2014.0,16,16
45357,honda,cive se,2011.0,17,10
45358,ford,f-150 pick-up,2007.0,15,14
45359,mercedes-benz,clk320,2002.0,18,9
45360,acura,integra,2000.0,0,16
45361,lincoln,mkz/zephyr,2015.0,7,5
45362,ford,f350 xl,2019.0,10,9
45363,chevrolet,hd,1996.0,15,12
45364,lexus,ls460 awd,2011.0,15,9
45365,cadillac,deville dts,2008.0,8,3
45366,bmw,x3 xdrive35i,2012.0,8,19
45367,mercedes-benz,sl63,2009.0,11,11
45368,honda,crv-ex awd,2008.0,13,11
45369,mazda,6 i,2010.0,17,16
45370,audi,a4 2.0t quattro,2010.0,14,19
45371,gmc,sierra 1500 extended cab,2007.0,7,11
45372,hyundai,genesis coupe,2014.0,4,4
45373,gmc,arcadia slt,2008.0,8,3
45374,ford,d6,1952.0,13,9
45375,ford,e350 shuttle bus,2009.0,1,18
45376,cadillac,deville concours,1999.0,7,18
45377,dodge,dart gt,2013.0,3,14
45378,dodge,dakota,2009.0,10,10
45379,cadillac,brougham,1989.0,14,12
45380,toyota,landcrusier,1977.0,4,18
45381,toyota,4runner pro,2016.0,17,15
45382,toyota,fj cruiser 4wd,2014.0,5,14
45383,ford,f250 xlt,2002.0,5,2
45384,mercedes-benz,clk350,2003.0,20,16
45385,cadillac,fleetwood brougham,1976.0,19,1
45386,volkswagen,tiguan sel premium,2018.0,5,5
45387,lincoln,mkc select,2017.0,2,4
45388,volkswagen,eos,2010.0,11,18
45389,mazda,miata mx-5,2015.0,13,18
45390,chevrolet,11 nova,1964.0,4,0
45391,audi,sq5 prestige sport utility,2018.0,14,17
45392,audi,q7 55 tfsi premium plus,2020.0,18,4
45393,chevrolet,express 3500 box van,2003.0,15,3
45394,jeep,patroit,2015.0,11,13
45395,dodge,durango slt 2wd,2001.0,17,14
45396,ford,bronco xlt,1991.0,9,20
45397,gmc,sierra 2500hd,1996.0,8,5
45398,ford,f-150 pickup truck,2007.0,15,14
45399,chevrolet,suv,2007.0,7,16
45400,bmw,x3 xdrive35i,2016.0,14,14
45401,ford,sedan delivery,1933.0,12,6
45402,chevrolet,blazer extreme,2005.0,4,9
45403,mercedes-benz,g-class,2013.0,15,8
45404,dodge,sprinter,2009.0,3,13
45405,ford,f750,2019.0,3,5
45406,volvo,xc60 t6,2010.0,20,13
45407,ford,model 40 deluxe coupe,1933.0,15,7
45408,toyota,fj40 land cruiser,1979.0,1,4
45409,buick,regal,2005.0,18,10
45410,chrysler,newport,1969.0,14,8
45411,dodge,van,1995.0,9,18
45412,volkswagen,beetle bug,2009.0,16,1
45413,chevrolet,hhr pt sport equinox,2006.0,19,17
45414,porsche,944 s2 convertible,1990.0,8,9
45415,rover,range evoque p300,2020.0,7,11
45416,ram,3500 kaufman,2018.0,19,12
45417,jaguar,f-type 3.0 340 hp coupe,2018.0,3,11
45418,dodge,dart gt sporty,2015.0,8,16
45419,chevrolet,car,2014.0,17,18
45420,dodge,charger buy here pay,2010.0,4,13
45421,chevrolet,suv,2010.0,8,6
45422,dodge,coronet 500,1965.0,11,9
45423,ford,explorer limited 4wd,2015.0,12,1
45424,ford,f150 super cab,2005.0,10,16
45425,ford,e350 box truck,2017.0,18,9
45426,dodge,grand caravan r/t,2012.0,15,1
45427,lincoln,capri,1954.0,19,13
45428,chevrolet,cobalt,2003.0,1,16
45429,ford,f 250 super duty lariat,2006.0,19,8
45430,chevrolet,traverse lt,2020.0,7,16
45431,subaru,wrx sti,2008.0,13,7
45432,audi,a 6,2016.0,4,19
45433,pontiac,deluxe 6,1937.0,0,19
45434,ford,fusion buy here pay here,2012.0,20,14
45435,jeep,liberty limited 4wd,2008.0,17,12
45436,mercedes-benz,s350,1995.0,7,4
45437,ford,fusion se 4dr sedan,2012.0,8,12
45438,pontiac,trans am,1991.0,3,0
45439,chevrolet,monte carlo lt,2006.0,7,0
45440,dodge,advenger rt,2010.0,1,13
